id,givenname,surname,dob,phone number,income
2212,nathan,gwatking,04-05-1936,04 2315 4626,64059.924
2213,amy,berry,07-09-1944,03 0621 2208,1178930.704
2215,liam,walkley,26-08-1927,02 3953 3115,82955.166
222,jamie,blomberg,15-05-2012,03 0517 6300,1730171.082
2222,mila,meadows,06-08-1912,07 1939 1962,67571.923
2223,zachary,mcgregor,11-02-1956,02 3829 7071,192756.671
2224,harry,burford,09-02-1936,03 2076 9732,278152.393
2225,larissa,morrijon,16-04-1960,04 3434 7115,196846.859
2228,nichola5,hmagerl,08-04-1924,04 16q2 5038,99518.669
2230,xelsea,haqe,24-12-2010,04 3052 3061,
2232,kane,white,09-01-1917,04 1123 7366,72074.045
2233,shoan,dimucico,31-04-1919,08 1254 4951,86926.273
2234,d'arcy,hathaway,24-03-1904,03 8864 8261,107022.269
2235,jack,whjte,29-07-2924,02 7457 6408,104867.951
2236,hugh,longhurst,28-12-2000,08 5276 3106,258484.547
224,ella,moldavtsev,01-03-1985,03 1427 7602,171412.470
2241,samvel,ayres,21-06-2001,02 0932 4234,
2242,emma,campbell,02-11-1947,04 1745 6767,151715.480
2252,erin,della-robson,20-02-1965,03 0435 1732,71300.630
2255,tayla,kilmartin,14-02-1990,03 2333 1022,90538.124
2256,taliah,whit,,04 5398 8429,423781.479
2262,michael,carmody,15-10-1921,03 9670 3683,644948.984
2271,nellie,white,16-06-1981,03 4422 0045,72176.811
2274,benjy,shiremr,31-03-1921,03 5942 6916,82722.556
2275,terrig,marlo,30-12-1909,08 9299 9097,40074.6q5
2276,amy,berryman,28-03-1908,07 2805 1147,65986.326
2277,epydon,neumsnn,03-12-1i00,02 7973 7454,78281.347
2287,bailey,pegg,31-07-1997,07 4686 9312,66844.961
2289,alexander,stenn,08-04-1955,07 2025 5487,56373.645
229,azchary,mytkack,,08 3807 4717,121200.129
2303,sttepbanie,goldsworthy,03-06-1958,02 4093 4044,83372.772
2304,naomi,nou,12-01-2019,01 6946 5714,76689.724
2306,jai,redmond,21-11-1972,03 6063 2319,68780.583
2310,rebecca,mxrrisori,08-02-1998,04 9406 9841,53175.698
2313,lany,heinlais,03-01-1992,08 9666 1340,167798.848
2317,holly,thurlow,10-09-1999,07 5434 1245,57246.613
2329,sraah,stephenson,,02 6122 5688,1231675.566
2332,blayke,zatorsl8,24-11-1963,01 4478 3168,76212.252
2334,jayden,hammill,25-02-1966,03 2729 0160,49027.413
2340,sakmi,blows,31-11-1931,,88831.247
2346,venai,tdicl,08-01-1948,,165066.278
2347,cloe,lbak,25-08-1999,,
2349,isabella,jeffries,18-12-1920,08 8605 0610,68882.859
2351,james,prideaux,07-04-2009,04 9247 6982,156184.477
2353,hannah,reit,22-11-1907,04 1313 3406,189207.982
2358,mew,arsenijwvic,15-07-1970,02 1140 8931,
2361,tahni,greenleaf,08-10-1919,08 5646 5248,189292.333
2366,hayley,green,08-06-1931,02 4646 3375,64666.588
2367,jessica,nguyen,09-01-1997,04 8843 9810,64057.089
2369,chlle,wizeman,0w-03-2004,,732696.082
2378,katelyzn,gulli,15-01-2000,02 6795 6363,90509.573
2382,jessica,karafyllis,18-11-1989,03 6731 2089,154683.104
2385,caitlin,white,05-04-1944,04 9811 3684,41656.643
2386,aky,bissett,06-01-1964,03 1738 2216,92795.703
2389,ysobel,lowru,17-12-1982,02 2338 1601,58839.661
2394,tiana,naack,02-09-2927,08 0264 1743,
2395,bryce,grybovvski,,04 2452 9o78,70435.223
2398,connor,green,02-04-1982,08 6382 3431,137216.932
2399,eliaz,gouboussis,,02 5612 7259,150643.064
240,aurroa,grern,14-11-1899,02 7697 2367,
2404,mitchell,matthews,17-09-1969,04 0298 8683,1621818.467
2405,amelia,crooke,25-03-1912,03 3573 3270,148482.785
2406,nicolas,beal,15-04-1917,02 5503 5692,66018.941
2408,kyle,truman,10-04-1971,07 3074 2760,67743.611
2409,anthea,stephenson,31-12-1937,02 4882 9912,158900.029
2414,sophie,jolly,14-03-2006,07 3384 3266,1534796.498
2415,vlynn,bwerry,03-03-1983,03 4524 3482,99212.733
2418,hnanah,bettehs,,08 3808 3643,106463.004
2422,n:cooa,torpe,03-01-1956,03 5097 2366,182853.214
2427,ckobe,bevist,10-01-1955,02 5006 1514,58604.626
2429,liam,campbell,23-08-1998,07 8811 4387,66213.264
2430,james,gwatking,04-11-1977,03 6581 5081,84547.483
2432,antrew,straubz,20-05-1904,03 7049 4386,118419.889
2437,liam,mossman,26-11-1919,02 1703 4827,75026.604
244,kayla,thredgold,20-02-1962,03 1435 6022,55930.072
2441,emiili,barithwaite,05-10-2005,07 2089 0153,164647.963
2442,atrshya,jhepxercel,09-09-2900,04 1930 2834,158713.897
2444,em:ily,bial0v5,18-09-1925,,45771.902
2448,nicholas,stancombe,06-11-1908,04 6079 2378,223098.372
2451,jordam,hyes,06-03-1978,,931637.600
2452,patrick,kehlken,28-10-1939,03 0007 8058,
2455,jaocb,emberton,26-05-1906,,37644.323
2460,ethan,bansemer,06-01-1904,08 0566 1517,86606.762
2462,cooper,milburn,31-10-1952,07 2849 7779,83950.159
2464,ellie,fysh,05-04-1944,08 9410 1209,1683765.722
2467,samuel,kenafacke,19-02-1944,03 4662 5773,61561.364
2469,scott,euakittiroj,16-09-1928,07 4543 4638,41027.597
2475,daniel,worsley,05-07-2004,07 9602 9006,171919.207
2477,henry,mchughes,14-06-1915,03 4911 3105,88684.798
2478,chloe,denne,29-05-1981,04 5207 6449,84594.563
2484,patrick,mullin,28-05-1937,04 3413 6817,172208.973
2486,emiily,hoang,17-03-1963,03 5013 8363,1193963.503
2489,livia,campbell,31-08-1993,08 2656 2546,83223.625
2492,thomas,lette,04-02-1973,03 2326 7395,168069.647
2494,tarshya,coffey,01-02-1947,07 9648 7871,237008.474
2499,amalia,sudaj,18-06-1983,08 2302 8603,128765.910
250,riena,blake,13-03-1908,04 8628 0101,195395.572
2502,hnnah,psac0e,08-07-1961,08 5465 0109,82296.051
2503,silas,rosendale,29-10-1987,04 8794 1378,620153.181
2505,jade,garcia,01-12-1934,04 4257 1722,195143.838
2508,tiahana,heyes,10-10-1939,02 7460 2772,118765.634
251,samantha,rocca,24-01-1970,03 3563 4427,76253.171
2510,caitlin,campbell,18-08-1963,04 1653 3024,82684.770
2517,hayley,kammerman,26-04-1990,08 2135 6034,59804.220
252,andre,shevchenko,26-04-1937,02 8991 4971,87620.582
2520,shanaye,krevvn,15-07-2011,08 3074 7278,54051.309
2524,sachin,george,29-02-1974,08 1445 8135,28407.912
2529,bodhi,dearing,08-04-1995,08 7128 8020,54291.661
253,jarryd,vfaring,09-08-1986,,627376.071
2531,polly,kinnane,08-02-1954,03 3r17 2369,39922.112
2539,ebony,malloney,26-04-1909,02 5562 0175,64552.309
254,samuel,reid,26-08-1939,02 3495 9663,164177.775
2540,tristan,lowe,01-07-1906,08 7765 7331,50693.720
2541,lili,white,06-04-1970,,49320.706
2544,talia,clarke,28-09-2983,02 0836 2773,670u6.097
2545,toiiias,oksitcin,26-08-1939,,43048.734
2562,brianna,bishop,26-11-1982,07 4191 4674,196673.383
2566,renee,de'low,11-01-2004,03 2113 3127,438359.883
2569,stephanie,robson,17-07-1917,03 4413 6402,82865.961
2570,jordan,maureen,30-12-1954,04 1529 5696,118849.991
2571,maidson,biyle,11-10-1955,04 8719 5333,105091.358
2577,jack,georqe,23-10-2007,07 7235 9364,69501.906
258,h6ddn,green,23-04-1954,08 2004 7599,232589.050
2580,max,pr:deaux,20-11-1005,04 7480 4999,511050.265
2586,chloe,goadsby,09-10-1940,07 7472 9304,102369.290
259,osphwe,bernath,07-08-1968,08 2789 7473,107272.299
2591,kiandra,rutte,03-10-1909,03 2604 1172,331950.483
2596,corey,mckerlie,20-03-1956,07 1430 1695,196877.661
2602,sophie,moyse,30-12-1990,08 4141 7227,166254.312
2606,amv,gooe4,28-03-1953,07 6674 6425,91325.300
2609,jasmin,schuster,04-10-1970,02 2588 1938,1536366.423
2612,chelsea,niekel,03-04-1992,07 5796 5936,58966.082
2615,talia,reid,11-11-1954,03 9533 0601,171585.713
2617,darcy,large,02-11-1934,07 2137 7638,85938.529
262,harry,radic,19-07-1975,04 1045 2421,93488.577
2620,jack,eyles,23-07-1977,04 1214 3670,135534.823
2631,abby,lansdell,28-09-2994,,71457.98q
2633,kiara,palamaris,23-10-1924,07 7448 3979,161701.415
2634,kadin,wojciechowski,05-08-2009,08 0796 5147,89657.354
2635,flin17,reest,01-05-1946,07 9421 2748,178071.246
2638,laklynn,grierson,05-02-2004,03 6876 2810,63101.806
2640,hannah,ma,30-06-1967,03 0560 3756,56576.016
2641,olievr,greenhalgj,,07 9014 4436,126011.238
2642,jassim,barisic,24-11-1926,08 0497 5016,87160.518
2643,paige,george,11-01-1977,07 7461 8487,75442.176
2651,talan,brery,29-02-1987,08 3988 2925,131487.994
2656,annalkse,lavnder,,04 0233 5691,960365.343
2657,tiarna,greem,20-07-1903,,76030.332
2659,emiily,egan,09-02-1910,03 5384 6195,140680.397
2663,libbi,renfrey,26-02-1951,04 4w28 2415,97572.273
2664,max,white,06-07-2009,08 1663 0706,45039.699
2666,natalie,coady,16-05-2009,07 3276 1342,98970.443
2670,jac1<,verco,11-05-1966,02 5224 2315,59931.458
2673,samantha,sherriff,26-02-1973,02 5004 4448,60067.008
2674,amt,ganson,29-02-2044,02 5457 4198,123773.725
2675,jess,morison,,04 7692 2824,152453.668
2676,hannah,zordan,15-11-1984,07 2818 3662,30315.274
2677,grace,faa4imonz,30-07-1969,02 5939 4208,45829.682
2678,emiily,verrion,28-06-1978,03 4822 4799,100503.507
2684,jett,granadurai,08-10-1982,08 0913 6361,26344.992
2687,christopher,browne,20-07-1926,08 9754 6957,143714.452
2688,jordan,mcmullen,01-07-1987,07 2080 4371,82699.455
2690,olivia,chuck,16-02-1979,08 1226 6328,357810.439
2693,olivia,piening,21-09-1962,03 3489 2415,20821.564
2697,madeline,moog,17-07-1963,07 9784 7479,174867.393
2702,sophie,priest,04-10-1909,07 3974 1666,186554.740
2703,isaac,calrke,10-04-q007,04 2847 3558,
2704,hannah,neumanh,,07 4876 4851,325241.338
2706,benjamin,edarink,29-02-1975,08 9628 2501,361358.805
2708,jake,blake,20-01-1911,07 0151 3164,54302.660
271,takara,hingston,07-02-1938,08 9776 8700,156199.008
2711,andrew,baayens,07-05-1962,07 3595 2924,43911.139
2713,finlay,humphreys,20-96-2011,02 5602 6874,171132.126
2714,nathan,mercorella,15-05-1985,08 1733 6924,120984.466
2715,lacblam,fyden,31-11-1952,04 2243 6152,307630.168
2719,holly,dixon,25-10-1965,08 7723 3195,95104.869
2720,timothy,hingston,19-09-1925,08 4427 5587,89035.769
2721,thomas,mazzone,19-05-1934,07 7412 3270,65510.508
2723,sam,neville,04-05-2001,03 1428 4461,60262.311
2724,riley,koleman,04-07-2992,02 7828 5430,499389.916
2725,angus,gascoigne,29-07-1987,08 4117 2159,137619.895
2733,lym4a,mccanthy,07-02-1952,08 5329 8779,113707.977
2737,juliana,shelJey,11-o7-1947,03 3751 3970,58609.738
274,georgia,tschirpig,02-05-1948,04 3994 8977,81889.848
2745,amrleigh,havvws,13-06-2912,04 2020 2443,355578.691
2749,mitchell,coffey,31-12-1904,03 5898 1257,49944.011
275,jaiiieS,white,13-06-1927,02 5444 7973,54533.277
2752,max,rake,21-08-2003,04 0796 8957,50341.451
2758,kristo,edson,19-08-1957,02 5677 0532,33506.082
2759,connor,blackwell,25-10-1976,02 2697 1395,80362.772
2760,caitlin,stoneman,29-03-1936,04 5401 9009,127438.130
2764,jacob,wagnitz,31-04-1970,08 9796 4074,470697.972
2766,abbey,singleton,12-05-1920,03 1094 1419,68587.822
2767,erk17,thorold,03-11-1941,,52353.695
2768,harrm,green,04-09-1990,02 0231 0866,59208.144
2769,cameron,menzies,26-12-1960,03 3164 8750,36124.935
2772,georgia,green,31-08-2010,02 7282 4570,76661.873
2785,brett,white,20-08-1954,03 5780 6116,92759.751
2786,charlotte,rtud,,03 0538 7019,126226.678
2789,isaaf,chiappetta,05-05-1964,07 7714 0960,57824.583
279,shandril,viezzi,21-01-1992,07 0684 8603,790248.153
2795,naomi,birchby,16-04-2002,04 9230 2478,182375.344
2797,shantal,mcgregor,28-08-1987,04 9767 7790,65981.112
2798,avan,berty,31-09-2902,03 3260 4389,171615.605
280,coby,bishop,15-08-1948,02 9833 7777,211655.118
2800,joshua,donaldson,31-11-1946,03 8720 4525,147998.105
2801,noah,clarl<e,16-03-1928,03 0158 q057,45221.207
2802,brett,maynard,04-09-1967,03 3038 1109,152975.865
281,lachlan,grozvemlr,24-02-1013,08 7222 7106,135489.739
2813,james,webb,14-06-1967,07 7800 1455,45328.582
2814,mirchell,pawcoe,08-02-1942,03 9884 5138,48711.472
2815,deakin,smithson,20-03-1987,02 3869 1671,46245.160
2818,michael,white,11-09-1947,03 7974 5395,48533.320
2820,tsam,ooyl,28-03-1931,04 7712 9347,58343.522
2822,jessica,siatis,11-02-1918,08 6360 1850,64546.982
2823,kenneth,mason,22-10-1904,02 6806 8624,164917.737
2824,daniel,plane,01-05-1960,03 0862 0204,1454393.837
2826,ryan,stanbury,02-01-1975,03 7113 9234,65780.592
2836,jayden,edgoose,07-10-1988,03 9258 9940,1233440.837
2837,daen,bloomfield,10-12-1997,07 1571 9351,142132.231
284,thomas,paterson,23-11-1983,08 2989 6524,156176.112
2842,hcarlke,bisop,25-07-1978,07 2744 9975,65798.321
2843,okmberly,lowe,16-09-191q,,324848.991
2846,brody,grafton,10-03-1903,07 3295 8154,87013.323
285,kallum,rees,17-02-2009,03 2001 q225,88371.727
2851,connor,ckinnane,16-11-2913,04 8414 2147,172518.499
2853,edward,jugovac,15-02-1999,02 1324 9864,91175.617
2857,tony,grosvenor,02-01-1926,02 2583 8797,195358.488
2859,jack,kapeller,11-06-1950,08 7933 6337,95921.356
286,max,olivares,16-12-1986,03 5160 7390,140096.229
2861,alexabdra,lodder,28-10-1915,07 6196 0188,51786.915
2866,oliuer,dona|dson,29-04-1950,04 5113 1202,1451974.739
2870,bbye,flanery,29-05-1928,07 6485 4925,994277.952
2871,mia,hage,17-06-1958,04 1649 3077,111001.584
2874,madelyn,dixon,15-11-1947,08 0852 4757,45416.312
2875,abbey,tippins,01-09-1932,08 8970 7116,58229.148
2876,stkae,panie,06-04-1971,03 0415 7216,26085.303
2880,campbell,mossman,16-12-1926,08 9900 8932,162196.470
2882,talissa,campbell,09-10-1980,04 5216 1889,104971.608
2886,charlotte,chittleborough,14-02-1983,07 4126 5900,140558.410
289,andrew,plumb,16-12-1954,03 9746 6059,137619.083
2894,jack,leslie,03-08-2009,07 9702 9556,194848.797
2897,anthony,michelmore,15-10-1950,02 6214 4655,34034.951
2900,brodee,white,07-10-1997,08 0168 3228,27290.819
2901,christian,combridge,18-12-2008,03 4501 2062,654530.004
2902,nicholas,morrison,16-07-2009,03 0387 5642,69660.051
2903,isabelle,lowe,04-03-1992,04 4934 1744,89588.040
2906,justin,kormendy,12-01-1987,04 2946 2674,171417.333
2907,sienna,brocj,,08 4829 5391,87318.852
2908,zachary,rocher,26-07-2004,03 8418 8880,198081.135
2909,tarriia,theissen,31-10-1941,07 5269 6538,182145.924
2911,simon,ruutel,26-11-1912,04 8665 3801,83648.187
2916,jessjca,passmore,15-03-1937,02 7586 9393,395273.665
2918,hayden,coleman,15-10-1986,07 5511 9020,111232.276
2921,andrew,butt,04-12-2010,07 7005 1461,58536.968
2922,yana,mackowyack,30-11-1904,04 5980 2555,
2925,aleestha,vguhyeb,14-06-1968,02 6678 5223,122053.275
293,kayne,pasco3,30-99-2979,03 6399 5953,212680.589
2931,scott,grdeene,,04 0878 3986,
2936,pace,webb,06-04-1909,04 8200 8260,128499.306
2939,thomas,goldsworthy,12-09-1945,02 9168 3790,1560340.658
2940,chloe,galbraith,18-06-1942,04 7128 9679,42496.191
2948,rhyz,rncgurk,04-01-1962,02 4207 8977,173443.382
2951,braedon,kontogonis,28-03-1966,04 4655 9015,37812.696
2952,ckierari,holyoak,,02 1510 1691,
2957,jamie,rees,10-03-1974,08 9718 3556,73746.411
2959,chloe,pringle,06-10-1932,07 5599 9632,85758.452
296,sophie,wynne,16-02-1971,04 1635 4701,312092.225
2962,annalise,white,06-06-1939,02 8223 2874,61795.456
2968,mitchell,grosser,02-05-1999,07 7632 1958,133228.490
2970,oliuer,riddekl,26-08-19p5,08 3098 1160,615178.109
2972,cal|vm,le messurjer,09-03-1922,,70806.777
2974,jackson,teteris,14-04-1995,08 3861 6476,60138.994
2976,l7e|<,ben-kurio17,19-10-1994,04 6304 3848,
2977,elil3,cormjic,,08 6168 5609,125315.192
2978,blake,leishman,26-10-1975,03 5213 4882,135953.582
2979,hannah,hessler,27-04-1944,08 6612 9595,81267.670
2983,joshua,white,,04 5520 0353,
2986,zoe,ryan,27-01-1969,07 7077 3320,85541.713
2987,jacobie,chandler,12-12-1969,03 2740 2730,163284.808
299,ethan,block,23-04-1947,04 5995 4033,85620.641
2990,petreece,orpwood,21-10-1938,03 3815 9985,66812.013
2991,karli,green,21-11-1966,04 4447 7369,111264.971
3000,jack,lock,09-04-1999,03 2425 9232,181614.524
3001,luke,fitzpstnck,21-12-2950,07 5885 6135,172952.216
3004,danieI,lanz0tyi,14-11-1945,,
3006,marley,clarke,26-04-2007,02 7670 8018,162339.427
3009,harriet,nozhat,10-10-1917,03 8245 3197,58253.417
3010,trinity,winfield,03-03-1950,04 1750 0250,57751.139
3019,lucas,scarse,19-22-2003,0w 4522 1308,388026.895
3029,marko,matthevvs,11-94-1992,03 1460 7673,
3032,mitqhell,maclthews,26-07-1933,02 2442 6953,118p54.500
3033,samie,colquhoi17,20-01-2969,08 9542 3100,116113.093
3034,alexanter,webb,,03 685y 0287,72800.450
3037,benjamin,sadauskas,04-06-1953,07 4373 2204,68111.952
3039,ar5i,campbell,18-0t-1953,07 5149 7505,115733.540
304,jessica,brinsmead,21-03-1925,04 4414 1442,76948.752
3044,leo,clisby,17-03-2012,03 4354 0542,74690.496
3049,moly,luokde,24-04-2004,03 0762 8054,168663.495
305,kyle,britten,22-03-1960,02 4034 6542,20100.537
3052,darcy,worsley,23-05-1919,04 3888 1369,37982.909
3056,bayley,nosck,,03 6993 596u,138149.994
3058,georgia,hyland,23-10-1907,08 6137 6627,149284.840
306,erij,haloigan,29-03-2918,03 8444 5543,52773.213
3066,william,kahfi,07-12-1965,04 6181 2089,261233.329
3068,samuel,campbell,09-09-1990,04 6110 1895,31319.307
307,nikki,jeschke,30-03-1946,08 1512 3550,146682.299
3071,nicholas,brock,04-02-1913,04 3319 7624,37688.995
3072,jackson,martinovic,24-10-1976,04 7917 2019,70704.629
3078,sara0>,bates-browjsword,26-11-1905,,59685.879
3079,troi,rikley,,08 8579 1761,1011004.899
308,emiily,hassel,01-05-1926,04 5362 9007,162476.854
3084,georgia,tidey,04-09-1966,07 2260 2142,1122117.181
3090,emiily,wisby,13-04-1995,07 0710 4590,36488.988
3093,hannah,egan,02-04-1996,02 9171 4507,64396.949
3096,daniele,blake,23-01-1967,08 2442 6440,54551.221
3097,josbua,duduley,23-03-1979,03 3035 4818,42609.543
3098,zca,clarke,,03 6409 5801,205977.903
3099,quinn,neumann,20-11-1998,04 5189 4566,133782.579
3100,alexander,littoely,17-01-2939,04 3066 4326,78774.771
3104,anika,campbell,10-07-1920,08 9089 6942,1496109.239
3105,amxni,isrea,28-11-1985,07 4607 4877,
3106,noah,kadii,14-07-1991,02 0824 4887,35596.202
3113,jackson,alhaiery,13-03-1934,04 8543 0971,50893.883
3118,kekra,mantahohpe,15-07-1908,07 9458 4641,174846.165
312,tim0thi,worjley,03-98-1920,08 8633 4081,79128.110
3120,noah,eyre,11-10-2012,07 0184 7608,57633.106
3122,dante,kluske,22-09-1917,03 6862 4574,183415.783
3123,grace,grossee,07-06-1915,,119245.762
3125,seb,rburnell,11-08-2963,03 2031 0711,
3129,joel,green,30-06-1931,02 0047 1059,116227.045
3132,amy,dixon,30-07-1965,04 1157 5587,81741.268
3135,connor,green,02-92-2908,08 6537 0081,1125616.22r
3139,keley,wh:te,,04 6106 2584,61367.027
314,jasmin,clarke,07-08-1962,04 7189 4018,104442.001
3140,amber,auch-schwelk,04-08-1924,02 0416 3927,64982.471
3141,ella,batiiiha,05-02-2929,04 9020 1503,147784.649
3146,mia,agius,17-09-1938,07 5293 9045,139613.545
3147,matthew,lowe,11-11-1976,03 7040 5647,30413.709
3148,jai,reicl,03-06-2965,04 3184 0181,156514.302
315,cain,majon,09-07-1932,,
3150,cain,stearnes,09-07-2001,03 3006 9150,48741.981
3153,marianne,nob1e,23-96-1996,04 3191 1830,1192581.931
3157,bennie,musolino,21-07-1995,08 8870 3498,81857.391
3158,jhsh,pulf0rd,27-02-1906,04 1342 7943,130690.935
3168,macy,dixon,27-07-1933,02 5371 5514,186440.615
3179,brayden,gazzola,23-12-2009,08 5994 7348,385453.212
318,mathilde,webb,02-01-1905,02 0328 8210,52175.731
3180,lacey,weltman,08-09-2003,08 4784 5236,44458.902
3186,lachlan,elphick,30-06-1931,08 5201 4855,175007.900
3187,jasper,lahey,07-03-1963,07 1690 4378,39841.352
3188,dean,rinymakpuy,16-07-1940,08 2058 5349,69762.827
3190,bianca,bloomfield,16-03-1964,02 1370 5592,48729.675
3192,cheyenne,probac,14-08-1948,04 7638 3q08,69396.390
3196,nathan,eisele,18-09-1919,02 2955 2565,195584.216
3197,jake,zbierski,12-06-1956,02 6190 0352,44814.361
3200,joshua,maczkowiack,21-11-1989,02 5436 7862,180211.683
3203,matthew,grierson,17-02-1993,03 7953 6238,87165.287
3205,oliver,morrison,31-07-1958,08 2589 8921,47437.597
3206,jaslyn,clapham,01-05-1976,04 0284 2374,53278.811
3209,emiily,stoneman,03-05-1962,07 5794 2192,60368.462
321,sarah,cheshire,16-02-1902,08 1789 4277,65072.229
3210,sebastian,reid,22-11-1906,07 5473 7283,74515.267
3212,isabella,dragas,19-09-2005,04 6323 5453,71095.172
3214,joel,waller,,02 5479 3542,
3216,joshua,penno,27-09-1971,07 6872 1692,89127.006
3222,lachlan,geoahge,,07 7665 6048,49030.650
3230,teal,thorpe,07-08-1988,03 8219 4634,57468.923
3233,callum,harrington,22-03-1965,04 5806 3703,155338.924
3234,jacl,whtie,18-05-1949,02 5264 4886,60177.297
3242,zachariah,basterfiedl,24-08-1998,08 9470 5727,1060e7.960
3246,kane,wheatley,31-02-1984,07 6t40 7802,
3250,emiily,bullock,07-06-1902,04 9040 1012,122134.124
3251,levi,eyre,23-12-1906,08 8492 3765,78181.884
3253,mitchelk,whitw,10-09-1913,07 6224 1278,106307.037
3255,dayla,clarke,08-04-2093,04 1350 6153,160504.960
3259,jsohua,loe,11-12-q967,08 0340 7909,6r233.792
3265,kirra,hyland,02-08-1932,07 7340 1827,1250536.789
3267,harley,rake,22-10-1995,04 0427 9288,82891.658
3273,jozhua,fea5t,26-06-1959,04 1884 6707,25394.692
3274,riley,simmonds,20-06-1952,08 7252 2529,78648.985
3275,aidan,dixon,15-06-2002,04 5072 5478,167500.563
3276,cheosie,white,,08 1516 5721,86397.709
328,zoe,purdon,30-07-1938,07 7044 4473,64539.745
3282,sain,white,,03 7577 7460,169335.996
3287,isabelle,crofton,04-06-1929,07 7248 8541,1527767.538
3290,jasmyn,blackwell,07-05-1972,03 9763 3103,78085.903
3293,willow,damhuis,17-02-1921,07 0153 4188,79062.413
3295,emiily,webb,18-10-1918,03 9956 5302,82614.687
3299,zraah,hanmagan,04-95-1926,07 0399 0981,94394.707
3303,oscar,coady,22-09-1954,03 8467 5645,218566.027
3307,jasminr,britfladn,20-06-1942,04 5020 4447,
3309,eliza,crain,02-07-1920,08 1509 8547,47799.229
3310,wilIiam,karimiyanti,25-02-1944,04 6853 1107,52415.115
3314,laura,wiseman,19-08-1999,04 5990 2146,29397.397
3315,wil,normandale,02-08-1958,07 9807 4345,45094.149
3316,travis,hague,12-03-1947,07 5335 1755,147341.306
3319,hayden,prohaska,09-11-2007,08 2757 0868,37419.669
332,annalise,large,16-10-1958,02 4398 3970,124290.893
3322,daniel,priest,02-05-1977,03 4416 3177,83488.506
3323,george,goldsworthy,11-03-1919,04 1906 1614,58164.237
3324,isaac,rudd,11-01-1941,08 5811 0810,83255.206
3326,jessica,vincsnt,30-07-1923,07 1829 4915,168948.150
3329,laura,finlay,03-04-1975,07 4291 8808,136617.470
333,lily,hokgaye,29-02-1902,07 4536 9885,26788.731
3343,jemma,shepherd,13-03-1920,03 2802 6894,96117.534
3347,luke,dietrich,23-04-2008,03 0688 4145,18825.350
3348,micah,kranz,17-05-1920,08 1150 1335,158031.512
3350,jayden,wang,20-05-2007,07 1261 1484,69861.917
3351,sean,zimmermann,20-08-1947,02 6545 2963,129023.507
3354,eliza,gowling,26-01-1918,08 6839 8276,31235.157
3355,dayna,bullock,10-02-1999,07 4254 0213,440015.364
3357,kyle,larslen,31-11-1960,04 7192 3391,72929.741
336,katelin,hinks,26-01-1980,03 0286 8360,79677.043
3361,alexandra,sinock,29-08-1920,07 5698 6483,47066.578
3364,jacob,whiteley,22-05-1917,03 8073 7225,73863.632
3365,harrison,campbell,29-05-2005,02 1533 4380,1029328.046
3367,claudis,bersgma,26-10-1935,03 0718 9360,
3368,isaiah,robson,10-05-1980,03 0331 6679,124891.905
3369,alana,armanas,18-03-1952,07 6897 2994,511331.885
3371,mhary,stubbs,07-03-2003,,125874.591
3375,christkzn,jolly,22-09-3009,,178271.991
3376,fraser,caddick,15-08-1984,02 8995 6707,196986.379
3379,mattheo,smallacombe,24-05-1915,02 8545 4105,242943.627
338,jenna,mcnicholl,04-01-1971,03 5174 5362,118124.280
3381,heather,sherriff,23-01-1967,04 1627 3304,176423.140
3382,sophue,tovv,07-06-1951,07 3595 5878,164055.041
3385,isabella,maczkowiack,05-08-2009,02 8431 9495,392578.763
3386,emiily,yasdr,,07 1672 3461,143423.969
3387,joshua,wbeb,18-01-1052,02 0244 9392,61575.8q2
3390,bradleu,leaver,10-01-1968,04 0543 2322,84935.188
3397,teaha,marsella,18-09-1979,02 6892 3900,68700.901
3398,sarah,challenor,05-06-1975,07 8877 9023,181186.225
3400,makayla,petersen,07-04-1902,02 6416 9195,23223.901
3402,mtailtn,clarke,31-03-1931,,182270.036
3403,helena,bottroff,14-11-2002,08 7867 2099,152285.645
3406,oliver,vatchenko,25-01-1996,08 8848 3649,86759.696
3410,rachel,morrison,12-08-1955,04 4602 5325,70874.392
3411,hannah,rankine,21-10-1990,03 4569 4652,38619.033
3414,ava,breheny,12-01-1932,02 1741 2351,91853.150
342,adam,maclennan,04-09-1915,07 1641 2088,85084.171
3421,jack,kao,10-11-1959,07 1743 6809,111795.673
3423,brianna,woodbury,16-12-1970,03 2342 1504,88817.721
3424,gyaa17,clrks,21-08-1920,07 1629 3387,76271.391
3433,benzamin,setphen5on,11-03-1951,08 7004 0990,68719.232
3436,ela,potticary,12-05-2962,08 1137 9455,47026.887
3437,lakhlsn,clarir,29-03-1933,,1561117.415
3441,fi0na,bish9p,02-06-1972,04 7791 2593,
3448,april,berry,07-08-2001,04 4083 5870,72715.919
3451,daen,loe,07-03-1995,03 8128 1973,185723.342
3453,joshua,matthevvs,10-10-2090,03 4781 3874,57310.664
3458,sophie,creagh,24-08-1983,03 6071 7918,44531.938
346,joel,slape,05-09-1999,04 1437 6884,65436.637
3460,mitcbell,wynne,06-01-1913,07 7345 5467,
3468,ahlia,bishpp,,03 8867 1916,101204.290
3469,amber,glostet,01-10-1981,08 8456 2800,153727.500
3472,liam,green,27-09-1931,07 2679 0443,87821.525
3474,alisa,pascoe,03-04-1904,08 7276 8625,35931.060
3475,mikayka,behnier,01-05-1985,07 5193 3839,
